mode,fold,Well_ID,logK_obs,logK_pred,logK_sd,h_obs,h_pred,h_sd,cov90_K,cov90_h
+L6+L7,1,P5,5.29831736654804,5.24187014897664,0.108876787461172,38,32.4465508143107,1.93031969693767,1,0
+L6+L7,1,P10,5.29831736654804,5.24375561078389,0.0696483997401052,37,32.7649728775024,1.78596086462441,1,0
+L6+L7,1,P12,3.91202300542815,5.24940729141235,0.069751017457352,25,32.3367341359456,1.26867285066388,0,0
+L6+L7,1,P19,4.86753445045558,4.42749417622884,0.103355145150889,4,9.59571059544881,2.27719608468079,0,0
+L6+L7,1,R8,4.86753445045558,4.67622098922729,0.0901685421033383,10,15.0574475288391,1.81339427184176,0,0
+L6+L7,1,A4,5.29831736654804,5.32139495213826,0.0632747914052482,26,31.9659135818481,1.73393471997554,1,0
+L6+L7,1,A23,3.91202300542815,4.00937767823537,0.0728175410412767,45,33.3756993611654,1.23768112358183,1,0
+L6+L7,2,P13,3.91202300542815,3.99860156377157,0.0968414769291578,35,31.439297803243,1.81048320698988,1,0
+L6+L7,2,P21,4.60517018598809,4.56185202598572,0.0800002421899281,32,24.7742434183757,2.20838196443444,1,0
+L6+L7,2,R12,4.60517018598809,4.72795713742574,0.0898632271365887,20,14.6795911471049,1.64252151643997,1,0
+L6+L7,2,R15,4.60517018598809,4.57882277170817,0.0626313283171367,20,17.3776171366374,1.3683441400436,1,0
+L6+L7,2,A1,5.29831736654804,5.25530624389648,0.0614205578766918,38,32.6223355611165,1.81091691483031,1,0
+L6+L7,2,A18,3.91202300542815,4.64807176589966,0.0744283038249243,15,16.9145195325216,1.59002913911917,0,1
+L6+L7,2,A25,3.91202300542815,4.12969234784444,0.0987447797426519,25,31.251221593221,1.63328709050732,0,0
+L6+L7,2,A30,5.29831736654804,5.23180027008057,0.0693207521482755,36,32.2881135304769,1.64069612695488,1,0
+L6+L7,3,P9,5.01063529409626,4.7073029200236,0.201889754782947,40,32.1767575581868,1.6678892183706,1,0
+L6+L7,3,P15,3.91202300542815,3.99841462771098,0.135125797395279,45,32.6728560765584,1.42315239401426,1,0
